date,BAT,COL,GEO,NG,NUC,OES,OIL,OTH,PS,SNB,SUN,UES,UNK,WAT,WNB,WND
2025-11-19,33100.0,2068948.0,10109.0,4907823.0,2150212.0,0.0,27136.0,150321.0,12535.0,8973.0,420361.0,-31420.0,0.0,597551.0,0.0,695707.0
2025-11-20,22696.0,2056589.0,10587.0,4818960.0,2161429.0,0.0,27156.0,147975.0,5915.0,6959.0,350949.0,-30883.0,0.0,605386.0,0.0,772774.0
2025-11-21,27842.0,2011945.0,10930.0,4550743.0,2165745.0,0.0,24065.0,151023.0,3270.0,6206.0,357835.0,-25213.0,0.0,596156.0,0.0,954817.0
2025-11-22,29155.0,1902783.0,10474.0,4222070.0,2141172.0,0.0,11572.0,132139.0,2400.0,7075.0,476103.0,-30715.0,0.0,539415.0,0.0,864564.0
2025-11-23,21888.0,1797281.0,10669.0,3841750.0,2174037.0,0.0,7618.0,117556.0,-14731.0,8070.0,497540.0,-28179.0,0.0,526305.0,0.0,1098774.0
2025-11-24,28285.0,1907833.0,10857.0,4146108.0,2181704.0,43.0,12751.0,130781.0,8620.0,10615.0,477096.0,-30713.0,0.0,563838.0,0.0,1228483.0
2025-11-25,38383.0,1962609.0,10690.0,4460860.0,2184614.0,-80.0,12156.0,133008.0,10814.0,9580.0,500564.0,-33828.0,0.0,605625.0,0.0,995668.0
2025-11-26,24087.0,1836559.0,11012.0,4051813.0,2207286.0,-9.0,10061.0,115033.0,-7391.0,11656.0,521539.0,-30464.0,0.0,576834.0,0.0,1531737.0
2025-11-27,29984.0,1987440.0,11262.0,4020107.0,2217447.0,0.0,6445.0,119492.0,-9963.0,10894.0,534049.0,-26376.0,0.0,557304.0,0.0,1112298.0
2025-11-28,21825.0,1933302.0,11133.0,3789331.0,2222678.0,0.0,8422.0,115523.0,-6774.0,11699.0,493555.0,-28826.0,0.0,533635.0,0.0,1493577.0
2025-11-29,19323.0,2001360.0,10806.0,3902318.0,2234161.0,0.0,19360.0,131340.0,7856.0,8100.0,425778.0,-19430.0,0.0,581899.0,0.0,1772174.0
2025-11-30,17901.0,2050344.0,10844.0,4167797.0,2250304.0,0.0,10481.0,128627.0,2968.0,5934.0,359810.0,-18664.0,0.0,564722.0,0.0,1611908.0
2025-12-01,28848.0,2321812.0,10907.0,5301067.0,2272930.0,0.0,15812.0,131691.0,1787.0,7196.0,391719.0,-28790.0,0.0,612692.0,0.0,788293.0
2025-12-02,35355.0,2426066.0,11193.0,5458600.0,2276301.0,0.0,19466.0,146091.0,8068.0,5956.0,411432.0,-33854.0,0.0,614852.0,0.0,945628.0
2025-12-03,26894.0,2379449.0,10304.0,4981160.0,2280527.0,0.0,21623.0,142662.0,10253.0,9235.0,405083.0,-27317.0,0.0,605179.0,0.0,1490828.0
2025-12-04,27592.0,2545471.0,10229.0,5070451.0,2277717.0,0.0,45872.0,160801.0,15625.0,7812.0,409349.0,-13323.0,0.0,619309.0,0.0,1301667.0
2025-12-05,16054.0,2395045.0,10478.0,4588995.0,2209448.0,0.0,67536.0,161866.0,16188.0,7544.0,297299.0,-9462.0,0.0,690420.0,0.0,1230188.0
2025-12-06,20838.0,2363219.0,4506.0,4363776.0,2246944.0,0.0,48360.0,159296.0,-2259.0,7417.0,431993.0,-29304.0,0.0,614706.0,0.0,1150351.0
2025-12-07,28359.0,2367798.0,6914.0,4294469.0,2328152.0,0.0,29282.0,164186.0,-15705.0,6763.0,385949.0,-30844.0,0.0,602125.0,0.0,1363276.0
2025-12-08,34837.0,2449048.0,10908.0,4910187.0,2346929.0,0.0,49679.0,170692.0,-7635.0,7938.0,486410.0,-35284.0,0.0,644485.0,0.0,1074515.0
2025-12-09,27054.0,2351857.0,11125.0,4771896.0,2349047.0,0.0,87572.0,170158.0,13521.0,6412.0,507359.0,-31301.0,0.0,639464.0,0.0,1694128.0
2025-12-10,28342.0,2218159.0,11335.0,4352509.0,2372731.0,0.0,59132.0,147955.0,15650.0,9148.0,480736.0,-31134.0,0.0,616523.0,0.0,2060748.0
2025-12-11,29779.0,2364410.0,11289.0,4709896.0,2372336.0,0.0,19845.0,165199.0,-15075.0,9897.0,541370.0,-33852.0,0.0,597925.0,0.0,1340894.0
2025-12-12,33772.0,2442546.0,11365.0,4837506.0,2361059.0,0.0,21839.0,191697.0,16959.0,12914.0,519599.0,-43001.0,0.0,658852.0,0.0,1261537.0
2025-12-13,26893.0,2418394.0,11348.0,4660642.0,2339349.0,0.0,11108.0,165222.0,-720.0,12839.0,456952.0,-27612.0,0.0,639084.0,0.0,1174119.0
2025-12-14,24435.0,2451050.0,11405.0,4520487.0,2353856.0,-7.0,21017.0,174229.0,-30313.0,12317.0,433904.0,-25372.0,0.0,661199.0,0.0,1421350.0
2025-12-15,7503.0,2674931.0,11313.0,5580121.0,2369254.0,-24.0,101182.0,186178.0,31860.0,12692.0,551499.0,-9557.0,0.0,751986.0,0.0,1534336.0
2025-12-16,2476.0,2516762.0,21726.0,5036376.0,2376313.0,-22.0,88046.0,169161.0,-12650.0,13639.0,522030.0,-8387.0,0.0,726192.0,0.0,1640043.0
2025-12-17,8060.0,2252564.0,28535.0,4485919.0,2352237.0,0.0,21243.0,157764.0,16205.0,9434.0,445096.0,-8907.0,0.0,697964.0,0.0,1613176.0
2025-12-18,2678.0,2005037.0,28799.0,3960071.0,2343223.0,0.0,6690.0,170788.0,12706.0,6184.0,374884.0,-9642.0,0.0,743676.0,0.0,2023991.0
2025-12-19,4618.0,2007861.0,28943.0,3993199.0,2362071.0,0.0,7577.0,128936.0,-28706.0,12642.0,539259.0,-8057.0,0.0,716957.0,0.0,1911265.0
2025-12-20,2159.0,1998643.0,28976.0,3825263.0,2378477.0,0.0,6528.0,140462.0,11718.0,12708.0,537464.0,-7922.0,0.0,769647.0,0.0,2061903.0
2025-12-21,2152.0,2021360.0,27718.0,3913322.0,2365453.0,0.0,5828.0,141091.0,-12865.0,5245.0,495478.0,-8127.0,0.0,754766.0,0.0,1478259.0
2025-12-22,5897.0,2023096.0,28122.0,4112488.0,2355466.0,0.0,10007.0,141877.0,16789.0,6490.0,461413.0,-7654.0,0.0,795633.0,0.0,1613726.0
2025-12-23,6723.0,1946968.0,28728.0,4134633.0,2350566.0,0.0,9368.0,156928.0,28351.0,6766.0,379618.0,-7673.0,0.0,810358.0,0.0,1485629.0
2025-12-24,6037.0,1699367.0,28797.0,3791860.0,2348724.0,0.0,6815.0,135060.0,-1155.0,7682.0,369173.0,-3971.0,0.0,783766.0,0.0,1512247.0
2025-12-25,-2723.0,1530272.0,28777.0,3339089.0,2349144.0,0.0,6670.0,92271.0,-13384.0,5838.0,387482.0,-6642.0,0.0,715750.0,0.0,1549574.0
2025-12-26,2912.0,1616052.0,22444.0,3530295.0,2349429.0,0.0,8967.0,125069.0,-7011.0,6891.0,380033.0,-5547.0,0.0,765715.0,0.0,1473383.0
2025-12-27,1497.0,1685326.0,25009.0,3564909.0,2348927.0,0.0,11505.0,121210.0,6593.0,5998.0,394399.0,-6391.0,0.0,759929.0,0.0,1579224.0
2025-12-28,3647.0,1577876.0,29655.0,3468322.0,2344958.0,0.0,9905.0,129518.0,2585.0,9131.0,404363.0,-8517.0,0.0,772436.0,0.0,1825904.0
2025-12-29,8855.0,1826178.0,30104.0,3896532.0,2316791.0,0.0,7980.0,117007.0,-822.0,9019.0,407019.0,-8969.0,0.0,784002.0,0.0,1914648.0
2025-12-30,6557.0,2346626.0,30113.0,4904665.0,2302176.0,0.0,10160.0,165800.0,5137.0,9214.0,527348.0,-8077.0,0.0,847475.0,0.0,1275848.0
2025-12-31,3649.0,2455499.0,29691.0,4869077.0,2306997.0,0.0,11664.0,158968.0,24717.0,9761.0,469350.0,-4413.0,0.0,836898.0,0.0,1218294.0
