date,BAT,COL,GEO,NG,NUC,OES,OIL,OTH,PS,SNB,SUN,UES,UNK,WAT,WND
2024-09-01,,1970330.0,,5731368.0,2155257.0,,8636.0,184382.0,,,648854.0,,,620432.0,729442.0
2024-09-02,,1805973.0,,5401314.0,2174914.0,,8194.0,159753.0,,,623535.0,,,605037.0,877492.0
2024-09-03,,1845069.0,,5470229.0,2189854.0,,8273.0,145344.0,,,615758.0,,,585469.0,941183.0
2024-09-04,,1976062.0,,5692963.0,2165849.0,,9023.0,166864.0,,,611329.0,,,600229.0,754405.0
2024-09-05,,2076061.0,,5970706.0,2130973.0,,10467.0,198628.0,,,601807.0,,,615734.0,733765.0
2024-09-06,,2032929.0,,5927051.0,2169353.0,,9728.0,166176.0,,,607158.0,,,654637.0,778478.0
2024-09-07,,1730019.0,,5239620.0,2140319.0,,8390.0,153857.0,,,678712.0,,,604225.0,758702.0
2024-09-08,,1568026.0,,4666816.0,2128923.0,,8316.0,139521.0,,,698061.0,,,534459.0,856976.0
2024-09-09,,1650166.0,,5100793.0,2112943.0,,8596.0,147927.0,,,723361.0,,,576709.0,986217.0
2024-09-10,,1730071.0,,5367874.0,2108401.0,,10644.0,163967.0,,,718844.0,,,598331.0,970398.0
2024-09-11,,1809088.0,,5501987.0,2105012.0,,19764.0,165515.0,,,629087.0,,,581842.0,884276.0
2024-09-12,,1736975.0,,5364909.0,2101255.0,,18417.0,170078.0,,,646577.0,,,550568.0,1108591.0
2024-09-13,,1781580.0,,5278258.0,2104817.0,,18651.0,175037.0,,,656682.0,,,597721.0,1213271.0
2024-09-14,,1800780.0,,5336456.0,2086545.0,,14374.0,168180.0,,,645112.0,,,540054.0,1010085.0
2024-09-15,,1799019.0,,5210618.0,2079047.0,,11274.0,157417.0,,,628637.0,,,518432.0,1067012.0
2024-09-16,,1831612.0,,5438895.0,2096521.0,,16262.0,163327.0,,,603377.0,,,556694.0,1087929.0
2024-09-17,,1809284.0,,5253402.0,2093802.0,,17147.0,168656.0,,,628744.0,,,518144.0,1306697.0
2024-09-18,,1806790.0,,5204026.0,2097587.0,,19309.0,165740.0,,,661957.0,,,531977.0,1454969.0
2024-09-19,,1967858.0,,5459652.0,2112786.0,,19547.0,180619.0,,,688650.0,,,560946.0,1306139.0
2024-09-20,,2097379.0,,5633461.0,2116007.0,,17548.0,181932.0,,,694430.0,,,542909.0,1089142.0
2024-09-21,,1954360.0,,5229454.0,2066198.0,,17570.0,155241.0,,,687853.0,,,487473.0,1298547.0
2024-09-22,,1882506.0,,4962123.0,2081864.0,,15496.0,146632.0,,,611865.0,,,476236.0,1140805.0
2024-09-23,,2086116.0,,5415474.0,2081947.0,,17820.0,156368.0,,,596969.0,,,512825.0,713067.0
2024-09-24,,2164770.0,,5534716.0,2065474.0,,17436.0,172036.0,,,619086.0,,,550839.0,532252.0
2024-09-25,,2135202.0,,5425706.0,2082016.0,,14613.0,170363.0,,,596824.0,,,588456.0,532372.0
2024-09-26,,2032619.0,,5206404.0,2076082.0,,16972.0,154626.0,,,612926.0,,,569146.0,702439.0
2024-09-27,,1955876.0,,5009228.0,2023104.0,,17425.0,152515.0,,,607728.0,,,585030.0,753522.0
2024-09-28,,1813712.0,,4658368.0,1965470.0,,16702.0,137270.0,,,656900.0,,,562499.0,761650.0
2024-09-29,,1789866.0,,4643329.0,1992168.0,,14713.0,134675.0,,,643747.0,,,552784.0,788263.0
2024-09-30,,1845323.0,,5072603.0,1942582.0,,19752.0,207678.0,,,623717.0,,,615110.0,918014.0
2024-10-01,,1830028.0,,5065164.0,1946297.0,,20646.0,221639.0,,,623319.0,,,639996.0,1046988.0
2024-10-02,,1776524.0,,4965840.0,1958016.0,,12498.0,230452.0,,,676128.0,,,589103.0,1030515.0
2024-10-03,,1741406.0,,4863681.0,1948672.0,,11356.0,226925.0,,,658935.0,,,609125.0,1219333.0
2024-10-04,,1860634.0,,5070626.0,1941960.0,,10796.0,233366.0,,,618372.0,,,593155.0,1012487.0
2024-10-05,,1673934.0,,4681361.0,1850518.0,,5173.0,217757.0,,,633673.0,,,525331.0,1310182.0
2024-10-06,,1633285.0,,4487273.0,1833054.0,,6913.0,226344.0,,,626159.0,,,512043.0,1243423.0
2024-10-07,,1882400.0,,5036610.0,1853645.0,,8142.0,230756.0,,,643218.0,,,568408.0,689910.0
2024-10-08,,1866921.0,,4894265.0,1878830.0,,4456.0,222859.0,,,653540.0,,,557079.0,606338.0
2024-10-09,,1789795.0,,4618944.0,1880953.0,,6872.0,241644.0,,,614829.0,,,515450.0,864522.0
2024-10-10,,1752577.0,,4416097.0,1870440.0,,10497.0,214064.0,,,657831.0,,,535717.0,904216.0
2024-10-11,,1656801.0,,4259503.0,1862856.0,,13518.0,219712.0,,,658248.0,,,532938.0,1182923.0
2024-10-12,,1671258.0,,4021400.0,1836440.0,,9704.0,213162.0,,,664307.0,,,497726.0,1090694.0
2024-10-13,,1510960.0,,3913511.0,1807765.0,,8484.0,215989.0,,,660505.0,,,474298.0,1358220.0
2024-10-14,,1681636.0,,4402447.0,1805333.0,,8714.0,222060.0,,,656464.0,,,516249.0,1082193.0
2024-10-15,,1653390.0,,4414304.0,1831811.0,,13485.0,233663.0,,,634451.0,,,505184.0,1176746.0
2024-10-16,,1619307.0,,4190879.0,1882018.0,,28850.0,158028.0,,,617656.0,,,491228.0,1318892.0
2024-10-17,,1450861.0,,3840266.0,1887125.0,,31794.0,157700.0,,,617852.0,,,483538.0,1754829.0
2024-10-18,,1374329.0,,3754203.0,1891752.0,,21006.0,168332.0,,,562000.0,,,510339.0,1892190.0
2024-10-19,,1308828.0,,3733360.0,1897761.0,,17097.0,147522.0,,,589164.0,,,448959.0,1480556.0
2024-10-20,,1211441.0,,3644813.0,1882651.0,,14016.0,154165.0,,,631012.0,,,432174.0,1472034.0
2024-10-21,,1341180.0,,3974105.0,1849134.0,,18774.0,159877.0,,,618616.0,,,465757.0,1670465.0
2024-10-22,,1426948.0,,4504976.0,1829150.0,,24615.0,171000.0,,,621284.0,,,481783.0,1344037.0
2024-10-23,,1535533.0,,4757892.0,1829842.0,,18964.0,167246.0,,,635714.0,,,516322.0,1048467.0
2024-10-24,,1487298.0,,4477484.0,1835090.0,,20500.0,162387.0,,,604775.0,,,495366.0,1435102.0
2024-10-25,,1489934.0,,4531882.0,1840291.0,,20113.0,159809.0,,,619713.0,,,512432.0,1263259.0
2024-10-26,,1466123.0,,4387448.0,1853315.0,,9447.0,136016.0,,,607816.0,,,438676.0,954206.0
2024-10-27,,1405815.0,,4138209.0,1859478.0,,7456.0,150299.0,,42.0,531880.0,,,427227.0,1118159.0
2024-10-28,,1384241.0,,4173811.0,1845146.0,,12784.0,154737.0,,90.0,463432.0,,,453205.0,1876928.0
2024-10-29,,1451226.0,,4203837.0,1864273.0,,11467.0,139809.0,,,460634.0,,,476621.0,2041801.0
2024-10-30,,1460116.0,,4307669.0,1896536.0,,10383.0,142285.0,,,472696.0,,,509707.0,1940587.0
2024-10-31,0.0,1541255.0,,4604392.0,1905589.0,,9290.0,152698.0,,,489275.0,,,541256.0,1363158.0
2024-11-01,2256.0,1526486.0,,4504536.0,1915034.0,,8542.0,150091.0,,,456439.0,,,592469.0,1124287.0
2024-11-02,2267.0,1353945.0,,4050804.0,1869531.0,,9233.0,169656.0,,,353060.0,,,523398.0,1265522.0
2024-11-03,1889.0,1212748.0,,3829840.0,1884921.0,,10558.0,132311.0,,,403909.0,,,455263.0,1613906.0
2024-11-04,2195.0,1392591.0,,4282899.0,1872116.0,,9272.0,160169.0,,,404817.0,,,546386.0,1616911.0
2024-11-05,1413.0,1455537.0,514.0,4553517.0,1902722.0,,9637.0,164721.0,,,437555.0,,,559339.0,1369455.0
2024-11-06,4114.0,1537046.0,852.0,4732566.0,1922739.0,,14398.0,162194.0,,187.0,432224.0,-7703.0,,563112.0,1110948.0
2024-11-07,13691.0,1623866.0,319.0,4777499.0,1950963.0,,15530.0,163682.0,4559.0,363.0,387732.0,-9844.0,,578252.0,1033757.0
2024-11-08,10657.0,1558057.0,,4610862.0,1967994.0,,14797.0,168690.0,5818.0,216.0,418571.0,-13305.0,,584058.0,1148359.0
2024-11-09,11710.0,1288826.0,,4169482.0,1976405.0,,9380.0,161859.0,6738.0,188.0,512132.0,-12172.0,,538426.0,1272316.0
2024-11-10,11213.0,1275814.0,,4292062.0,1955747.0,,9604.0,164827.0,8979.0,144.0,451955.0,-10594.0,,537448.0,1033914.0
2024-11-11,15414.0,1415995.0,,4526011.0,1972457.0,,11615.0,164776.0,6557.0,103.0,505751.0,-15289.0,,564434.0,919337.0
2024-11-12,11835.0,1271854.0,,4233990.0,2009048.0,,12075.0,147177.0,8640.0,197.0,500865.0,-10999.0,,535635.0,1594218.0
2024-11-13,10189.0,1306079.0,,4276757.0,2047889.0,,13766.0,158926.0,8154.0,112.0,481778.0,-9312.0,,588772.0,1673064.0
2024-11-14,11974.0,1593405.0,,4509896.0,2043151.0,,18812.0,177066.0,8813.0,141.0,462394.0,-11303.0,,576874.0,1150139.0
2024-11-15,13222.0,1600455.0,,4223251.0,2063120.0,,9647.0,158651.0,8479.0,337.0,491000.0,-12977.0,,590483.0,1221572.0
2024-11-16,10421.0,1255292.0,,3590678.0,2076890.0,,8194.0,143441.0,4621.0,181.0,458749.0,-10274.0,,520639.0,1850718.0
2024-11-17,16646.0,1299297.0,,3857480.0,2099548.0,,8309.0,158396.0,6109.0,96.0,404582.0,-10808.0,,506129.0,1397318.0
2024-11-18,7744.0,1411257.0,,4049535.0,2126923.0,,10411.0,154007.0,8333.0,76.0,370114.0,-14817.0,,537473.0,1618949.0
2024-11-19,12556.0,1321818.0,,3976648.0,2138509.0,,11218.0,162767.0,7024.0,106.0,450950.0,-11749.0,,588827.0,1770129.0
2024-11-20,11776.0,1415838.0,,4116871.0,2104867.0,,9398.0,143154.0,9618.0,107.0,452189.0,-11188.0,,573614.0,1504653.0
2024-11-21,14584.0,1612420.0,,4434652.0,2133392.0,,10884.0,141042.0,6073.0,50.0,536861.0,-14986.0,,576988.0,1277447.0
2024-11-22,13320.0,1842695.0,,4721670.0,2169524.0,,11249.0,143913.0,4874.0,55.0,523790.0,-13227.0,,623559.0,890614.0
2024-11-23,13255.0,1711475.0,,4044916.0,2145117.0,,11260.0,137258.0,5146.0,45.0,469845.0,-12549.0,,550553.0,1264930.0
2024-11-24,12845.0,1462983.0,,3614302.0,2156678.0,,8107.0,122184.0,2945.0,135.0,460902.0,-12868.0,,520277.0,1691262.0
2024-11-25,11916.0,1509869.0,,3939957.0,2183121.0,,7761.0,140698.0,6529.0,137.0,373481.0,-12939.0,,585144.0,1754102.0
2024-11-26,15026.0,1722610.0,,4476389.0,2187910.0,,8385.0,131213.0,8504.0,99.0,392261.0,-13906.0,,580599.0,1159676.0
2024-11-27,12150.0,1846063.0,,4228786.0,2212603.0,,8813.0,139050.0,6074.0,270.0,340867.0,-13767.0,,604986.0,1402379.0
2024-11-28,11156.0,1838311.0,,3960281.0,2233677.0,,8658.0,132625.0,7671.0,76.0,348447.0,-10957.0,,575370.0,1267990.0
2024-11-29,9914.0,1855673.0,,4003181.0,2251074.0,,7538.0,141346.0,3830.0,91.0,415398.0,-9143.0,,552778.0,1143234.0
2024-11-30,10379.0,2037885.0,,4339149.0,2263657.0,,10636.0,132719.0,4311.0,92.0,461606.0,-9441.0,,589457.0,1250709.0
2024-12-01,13864.0,2294121.0,,4665147.0,2274763.0,,11223.0,138358.0,4170.0,64.0,483790.0,-13765.0,,553998.0,671863.0
2024-12-02,15558.0,2421232.0,,5039836.0,2271592.0,,14054.0,145114.0,9733.0,33.0,491786.0,-16022.0,,615024.0,706539.0
2024-12-03,15686.0,2408653.0,,5160307.0,2246605.0,,29446.0,144106.0,10560.0,42.0,450432.0,-16115.0,,649711.0,1021884.0
2024-12-04,13038.0,2259600.0,,4992484.0,2241193.0,,44203.0,142084.0,5840.0,36.0,404429.0,-12493.0,,648164.0,1554137.0
2024-12-05,14420.0,2239878.0,,4919809.0,2204475.0,,21331.0,142847.0,5561.0,18.0,417048.0,-14713.0,,544828.0,1251102.0
2024-12-06,10996.0,2463584.0,,5399985.0,2211826.0,,23252.0,141415.0,3721.0,34.0,461700.0,-10487.0,,638770.0,1001166.0
2024-12-07,12047.0,2254565.0,,4974991.0,2217747.0,,14862.0,140385.0,5256.0,57.0,408092.0,-9689.0,,579130.0,1267539.0
2024-12-08,12245.0,1845851.0,,4150121.0,2246002.0,,7747.0,121315.0,3410.0,40.0,375670.0,-13577.0,,499634.0,1641565.0
2024-12-09,13102.0,1815678.0,,4044911.0,2247647.0,,8749.0,120274.0,4961.0,177.0,347227.0,-13249.0,,559991.0,1706424.0
2024-12-10,11782.0,1940805.0,,4253920.0,2256888.0,,10822.0,121292.0,5560.0,39.0,338369.0,-12075.0,,594544.0,1520814.0
2024-12-11,15413.0,2025537.0,,4700810.0,2296056.0,,15315.0,124214.0,4381.0,109.0,379296.0,-14527.0,,610645.0,1318554.0
2024-12-12,13555.0,2242984.0,,4940960.0,2323801.0,,14161.0,148325.0,3956.0,31.0,404139.0,-12158.0,,672802.0,1422084.0
2024-12-13,13952.0,2247993.0,,4754442.0,2324314.0,,14642.0,135959.0,8081.0,44.0,370596.0,-13955.0,,692064.0,1635410.0
2024-12-14,11643.0,1992439.0,,4270639.0,2303911.0,,9060.0,143295.0,9153.0,56.0,367320.0,-12462.0,,615115.0,1562860.0
2024-12-15,13252.0,1923419.0,,4039827.0,2319123.0,,8608.0,123997.0,5125.0,137.0,327224.0,-14177.0,,590269.0,1450629.0
2024-12-16,14163.0,1890179.0,,4086857.0,2326924.0,,7675.0,140206.0,3613.0,110.0,337422.0,-13377.0,,653235.0,1644548.0
2024-12-17,12666.0,1931183.0,,4375223.0,2342110.0,,7868.0,128557.0,2684.0,60.0,371112.0,-13979.0,,632919.0,1219526.0
2024-12-18,13061.0,1945388.0,,4349390.0,2334380.0,,9564.0,126300.0,4584.0,83.0,362876.0,-12842.0,,637266.0,1277538.0
2024-12-19,13489.0,1961847.0,,4473171.0,2336095.0,,10915.0,130321.0,3306.0,127.0,432464.0,-13385.0,,666341.0,1281905.0
2024-12-20,12894.0,2104120.0,,4638343.0,2343441.0,,9996.0,134737.0,4210.0,115.0,453274.0,-12904.0,,675238.0,1209543.0
2024-12-21,14775.0,2244929.0,,4608072.0,2347810.0,,12225.0,132062.0,3623.0,14.0,506136.0,-13891.0,,635369.0,1013289.0
2024-12-22,12108.0,2227588.0,,4307011.0,2350870.0,,27792.0,147935.0,3229.0,58.0,413624.0,-13053.0,,639897.0,1586448.0
2024-12-23,12562.0,2299452.0,,4350482.0,2346515.0,,70219.0,124221.0,5109.0,83.0,386567.0,-12907.0,,690153.0,1556075.0
2024-12-24,10487.0,2343890.0,523.0,4499893.0,2344380.0,,35630.0,145470.0,3644.0,100.0,318765.0,-10706.0,,650068.0,809029.0
2024-12-25,10434.0,2098041.0,823.0,4126475.0,2353519.0,,24120.0,122304.0,618.0,84.0,305298.0,-9516.0,,567931.0,777186.0
2024-12-26,14051.0,2121114.0,329.0,4191122.0,2352822.0,,27758.0,129178.0,4814.0,74.0,272587.0,-14230.0,,629975.0,841383.0
2024-12-27,14925.0,1992810.0,,4187924.0,2350914.0,,19150.0,140109.0,6342.0,157.0,309693.0,-14094.0,,661888.0,1221709.0
2024-12-28,11683.0,1834723.0,,3818564.0,2319231.0,,7736.0,126126.0,870.0,144.0,295345.0,-14005.0,,624173.0,1282399.0
2024-12-29,12008.0,1685379.0,525.0,3689526.0,2325249.0,,7183.0,115726.0,0.0,136.0,357242.0,-12644.0,,615554.0,1053665.0
2024-12-30,12933.0,1594417.0,842.0,3498094.0,2337734.0,,7511.0,107831.0,612.0,148.0,426258.0,-13012.0,,666635.0,1611755.0
2024-12-31,13926.0,1670287.0,329.0,3553311.0,2340330.0,,7631.0,128649.0,3756.0,158.0,451639.0,-14412.0,,740399.0,1697639.0
